藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
1,4,2,1,5,-5,-1,1,1,0,0,1395,0.4,1943,15,-5
1,5,1,1,5,-5,5,1,1,0,0,2438,0.4,1105,35,0
0,-4,0,-1,-3,3,-3,-2,-1,-1,0,-925,0,-360,4,-21
1,-4,1,-1,2,-2,4,1,0,1,0,679,0,211,-2,13
0,-16,-1,1,2,-2,7,0,-1,1,0,1050,-0.2,-1270,30,-7
1,-11,0,1,2,-2,2,2,1,1,0,392,0.2,866,-27,3
0,-24,2,1,-2,2,-13,-1,-1,0,0,24,0.2,483,68,19
1,4,-2,1,0,0,-1,-1,-1,0,0,266,0.4,1738,5,-4
1,-2,0,1,2,-2,-4,-1,-1,0,0,1396,-0.4,89,13,-17
1,-2,1,1,7,-7,2,2,1,1,0,3807,-0.2,1849,15,5
0,-4,-2,1,0,0,3,0,0,0,0,-1127,0,-843,-52,4
1,-3,2,1,6,-6,10,1,1,0,0,3823,1,3324,53,-1
0,-5,-3,1,2,-2,-3,0,1,-1,0,32,0.6,822,4,0
1,4,1,1,3,-3,4,1,1,0,0,1306,0.2,431,-14,-3
1,-7,3,1,4,-4,5,0,1,-1,0,1618,-0.2,514,22,2
0,40,-1,-1,-4,4,-3,1,0,1,0,-2854,-0.6,-2798,-32,-2
0,1,1,1,-4,4,-11,1,1,0,0,-1417,0,860,22,8
1,35,-3,1,2,-2,3,0,0,0,0,1320,0,-178,-13,0
1,4,5,1,5,-5,4,-1,-1,0,0,2954,0.6,3730,86,-16
1,-3,2,-1,1,-1,-3,-1,-1,0,0,2460,0.2,498,29,-16
1,82,16,-1,0,0,0,1,1,0,0,132,0,-28,-52,18
1,8,-2,1,2,-2,-1,1,1,0,0,2276,0.4,1630,53,11
1,12,0,1,3,-3,2,-1,-1,0,0,1586,0.8,2622,33,-3
0,-28,11,-1,0,0,4,0,-1,1,0,-418,0.2,60,-33,-3
1,-3,-2,-1,-2,2,-4,1,1,0,0,-1449,0,-539,-32,4
1,7,0,-1,2,-2,2,-1,-1,0,0,-663,0.2,-413,-47,-9
1,-5,-1,-1,0,0,5,-2,-1,-1,0,-339,-0.4,-1529,-12,-24
1,-4,5,-1,0,0,5,0,0,0,0,-597,-0.4,-1198,-37,-8
0,0,4,-1,-6,6,-4,-1,-1,0,0,-2671,0,-1258,-2,-5
0,-4,2,-1,-9,9,-5,-1,-1,0,0,-2889,-0.4,-2882,28,-3
1,14,0,-1,-4,4,-5,0,-1,1,0,-1111,0,679,47,4
0,9,1,-1,-3,3,-3,-1,-1,0,0,-1972,-0.2,-717,-37,2
0,-2,2,-1,2,-2,5,-1,-1,0,0,1457,-0.2,715,8,20
0,3,-2,-1,-5,5,-7,2,1,1,0,-2566,-0.6,-2224,1,0
1,2,0,1,2,-2,1,1,0,1,0,563,0,442,14,14
1,0,4,-1,-6,6,-2,1,1,0,0,-2924,-0.6,-1587,-5,-13
0,-3,0,-1,-4,4,-10,1,1,0,0,-2935,-0.6,-1462,-21,-11
1,-3,0,-1,3,-3,3,-1,-1,0,0,1671,0.4,1072,22,-15
1,-2,3,1,0,0,-2,0,0,0,0,282,-0.2,399,4,-9
1,21,-14,-1,-2,2,-6,1,1,0,0,-896,-0.4,-661,-21,-16
0,3,2,1,-4,4,-7,0,1,-1,-1,-2993,-0.4,-2494,-13,13
1,-2,0,1,4,-4,5,1,1,0,0,1810,0.4,1012,-7,8
1,21,0,-1,-4,4,-7,-1,-1,0,0,-2461,-0.4,-1828,-19,-15
0,-1,0,-1,-3,3,-5,-1,0,-1,0,-1620,-0.4,-1431,5,-11
1,-22,2,1,4,-4,4,0,0,0,0,2375,0.6,2688,12,-12
0,-19,-3,-1,1,-1,1,1,1,0,0,-618,0,-413,-3,-13
1,1,0,1,3,-3,6,0,0,0,0,2253,0.6,2082,48,-7
0,73,-1,1,4,-4,4,1,1,0,0,2821,0.8,2754,5,4
1,1,-1,-1,3,-3,0,2,1,1,0,1716,0.4,1837,-14,24
1,2,1,1,-1,1,2,0,0,0,0,501,0.2,-495,28,0
0,1,-1,1,-5,5,-5,-1,-1,0,0,-2830,-0.4,-2212,-18,-14
1,8,-3,1,8,-8,8,1,0,1,0,3140,0,1824,-18,-6
0,-34,-2,1,-2,2,-1,0,-1,1,0,-1152,0,-1535,-8,-16
0,5,5,-1,-1,1,2,-1,-1,0,0,-704,0,-193,23,-12
1,2,2,1,6,-6,6,0,0,0,0,2621,0.2,2483,4,-8
0,-4,-1,-1,-5,5,-7,-1,0,-1,0,-2529,-0.2,-1607,-34,8
0,3,0,-1,-1,1,-3,-1,-1,0,0,-1099,0,-396,-39,7
0,-10,2,-1,-2,2,-5,-1,0,-1,0,-3147,-1,-3323,-45,-24
1,3,6,1,5,-5,6,1,1,0,0,3142,0.4,2037,-8,36
0,4,0,-1,-2,2,-5,0,0,0,0,-1231,-0.2,496,32,-10
0,-2,0,1,-2,2,-2,0,0,0,0,-1991,-0.4,-1055,-7,-37
1,3,3,1,10,-10,12,1,1,0,1,4250,1,3916,8,-19
0,-21,-2,-1,-6,6,-10,-2,-1,-1,0,-3683,-0.8,-3420,4,-35
1,53,2,1,7,-7,7,0,-1,1,0,3313,0.2,1465,-5,-1
1,6,0,1,2,-2,9,0,1,-1,0,2117,0.4,180,-12,6
0,0,0,1,-6,6,-3,-1,-1,0,0,-3268,-1,-3888,-6,-32
1,-8,-1,-1,-3,3,-2,1,1,0,0,-629,0.2,-209,36,1
1,4,0,1,6,-6,1,2,1,1,0,3184,0.8,3874,25,14
0,35,0,-1,-3,3,-3,-2,-1,-1,0,-890,-0.4,-1261,4,32
0,34,1,-1,-5,5,-9,1,1,0,-1,-4646,-1,-3186,0,-40
0,-29,8,1,2,-2,3,-1,-1,0,0,1937,0.2,1019,17,2
1,-8,0,1,0,0,1,-1,-1,0,0,15,-0.2,-2108,-27,1
0,-5,3,1,-1,1,-2,0,0,0,0,-44,0.4,673,4,-1
0,1,1,1,4,-4,2,0,0,0,0,3133,0.2,2377,14,18
0,2,2,1,-4,4,-7,-1,-1,0,0,-2450,-0.6,-2260,-27,0
1,-27,9,-1,2,-2,0,0,0,0,0,1309,0.6,657,20,16
0,-1,-2,-1,-1,1,-4,-1,-1,0,0,-994,0,266,-4,19
0,-10,2,1,-8,8,-8,1,0,1,-1,-4199,-0.6,-3415,-23,8
0,40,-2,1,1,-1,3,0,0,0,0,1684,0.2,1773,46,13
1,4,-3,-1,0,0,0,-1,-1,0,0,95,0.2,772,7,-1
0,23,1,-1,-5,5,-1,0,0,0,0,-3453,-0.6,-2582,-64,0
0,4,4,1,3,-3,2,1,1,0,0,2432,0.4,1875,8,20
1,-4,1,1,7,-7,10,-2,-1,-1,0,2680,0.4,1700,8,-1
0,4,-2,1,-5,5,-9,-1,-1,0,-1,-4178,-0.2,-1302,-2,15
1,8,-3,-1,2,-2,-1,1,1,0,0,897,0.2,806,48,-24
0,10,2,-1,-2,2,0,-1,-1,0,0,-1232,-0.4,-1020,12,0
1,-4,0,-1,-4,4,-4,0,0,0,0,-4112,-0.4,-2493,-4,-32
1,-23,14,1,3,-3,0,1,1,0,0,2514,0.4,1416,45,-1
0,-11,-1,1,-6,6,-7,1,1,0,0,-2088,-0.4,-2153,-3,-12
0,-146,-1,1,-2,2,-2,1,1,0,0,-414,-0.2,-601,-10,0
0,36,4,-1,-7,7,-14,0,0,0,0,-3368,-0.6,-3384,-9,-24
1,0,1,-1,-3,3,-4,-1,-1,0,0,-539,-0.2,723,7,13
0,25,3,1,1,-1,0,0,0,0,0,495,0,21,-7,8
1,2,0,1,2,-2,2,1,1,0,0,1794,0,927,10,0
0,46,1,-1,3,-3,8,1,1,0,0,1459,0.2,970,11,-1
1,0,4,-1,5,-5,12,1,1,0,0,685,0.2,333,-58,-21
0,-1,-2,1,1,-1,1,1,1,0,0,-782,-0.2,-1431,-37,4
1,35,-2,-1,-1,1,-3,1,1,0,0,-876,0,389,-33,9
0,-18,0,1,-1,1,3,0,0,0,0,-302,0.4,-646,-16,0
0,3,-3,1,-5,5,-1,-1,-1,0,-1,-4235,-1,-4926,-46,-30
1,-1,-1,-1,0,0,-1,1,0,1,0,-316,0,63,6,-14
0,-218,0,-1,-3,3,-1,0,0,0,0,-2362,0,79,-43,-2
0,-63,-2,1,8,-8,11,2,1,1,0,3708,0.4,2901,22,6
1,4,-1,-1,0,0,-3,1,1,0,0,-258,-0.2,569,-19,-4
0,18,0,-1,-5,5,-8,0,-1,1,0,-2634,-0.6,-1282,-12,-18
0,2,-4,1,-5,5,-3,-1,-1,0,0,-3709,-0.6,-4015,-39,-37
0,-19,6,-1,8,-8,8,-1,-1,0,0,4074,0.8,3921,2,8
0,137,2,-1,1,-1,-1,1,1,0,0,-26,0.4,989,30,8
0,28,-1,1,3,-3,3,0,1,-1,0,143,0.4,713,-45,8
1,6,-3,-1,-1,1,0,1,0,1,0,-155,0,-47,-24,5
0,-1,-1,-1,3,-3,2,0,1,-1,0,302,0.4,1420,-20,12
0,0,1,-1,-3,3,-3,-2,-1,-1,0,-1615,-0.4,-1393,-5,-12
0,-4,-1,1,1,-1,-1,1,1,0,0,1443,-0.2,-453,26,-8
0,-5,5,1,-1,1,-1,-2,-1,-1,-1,-1446,0.2,-965,-16,21
0,-23,-1,-1,0,0,-2,-1,-1,0,0,341,0,-352,9,22
1,8,0,1,4,-4,2,0,0,0,0,-120,0,-393,-10,4
1,-1,-1,-1,4,-4,3,0,1,-1,0,566,-0.2,-528,-36,0
1,-5,-3,1,2,-2,5,-1,-1,0,0,166,-0.6,-1644,-4,-15
1,3,0,1,1,-1,6,0,1,-1,0,-49,0,-1803,-43,-12
0,-91,-2,-1,-4,4,-3,-2,-1,-1,0,-2661,-0.4,-3190,-42,-16
0,0,-1,1,-3,3,-3,-1,-1,0,0,-1522,-0.2,-1437,-29,4
1,2,1,1,-1,1,-1,-1,-1,0,0,1060,0,1708,26,30
1,2,4,-1,5,-5,1,1,0,1,1,4043,0.4,1803,33,-3
1,-38,0,1,6,-6,9,1,1,0,0,2699,0.4,2575,-7,3
1,23,0,-1,2,-2,7,-1,-1,0,0,843,0.2,1776,-8,15
1,1,3,1,4,-4,3,1,1,0,0,2193,0.6,2957,60,-5
1,-11,3,1,2,-2,-2,1,1,0,0,-18,0,788,32,-12
1,1,-3,-1,-2,2,-2,0,0,0,0,-1352,-0.6,-2339,-38,-1
0,2,0,1,-2,2,1,1,1,0,0,-1736,-0.6,-2692,-39,-4
1,-34,1,1,-1,1,-3,-1,-1,0,0,171,0,42,8,5
0,5,-1,1,-2,2,-1,-1,-1,0,0,-1711,-0.4,-1406,-19,-16
0,23,-1,-1,-6,6,-3,0,0,0,0,-2793,-0.8,-3416,-45,0
0,116,2,1,1,-1,4,0,1,-1,0,1549,0.2,1179,20,16
1,0,-1,1,3,-3,4,1,1,0,0,2565,0.6,1634,46,16
0,4,-2,1,2,-2,10,2,1,1,0,-174,0.2,-70,-75,8
0,-35,1,1,-2,2,-6,0,-1,1,0,-1029,0.2,754,-24,18
0,-49,0,1,2,-2,4,1,1,0,0,785,-0.2,-350,-32,-7
1,33,4,1,4,-4,6,-1,-1,0,0,3652,0.4,1943,20,6
0,2,1,1,0,0,5,0,0,0,0,995,0,-458,-1,4
1,0,2,1,7,-7,6,0,0,0,0,3703,1,3118,18,-3
0,-16,0,1,-1,1,-7,2,1,1,0,-74,-0.2,-482,24,-5
1,3,-2,1,0,0,0,2,1,1,0,719,0,387,1,25
1,2,0,1,3,-3,8,1,1,0,0,1074,0.2,52,-16,12
1,-4,-2,-1,-6,6,-12,0,-1,1,0,-3259,-0.2,-1311,-20,2
0,-25,1,1,-5,5,-5,-1,-1,0,0,-3704,-0.8,-4361,-47,-31
0,-3,-3,-1,-7,7,-1,0,-1,1,0,-2772,-0.6,-2957,11,0
1,44,2,1,4,-4,6,1,1,0,0,2322,0.2,1048,1,5
0,-4,3,-1,-5,5,-7,-1,-1,0,0,-3304,-0.2,-1505,6,-27
1,9,1,1,1,-1,3,-1,-1,0,0,1393,0.2,1671,6,9
1,5,-1,1,6,-6,7,2,1,1,0,2954,0.4,2444,30,1
1,0,1,1,4,-4,3,1,1,0,0,3409,0.4,1964,65,4
0,-47,-1,1,-8,8,-5,0,0,0,0,-5228,-1.4,-6488,-83,-31
1,13,2,1,5,-5,10,0,0,0,0,2422,0.2,656,14,-2
1,5,-1,1,1,-1,0,0,1,-1,0,149,-0.4,-1568,-22,-22
0,-2,3,-1,0,0,0,1,1,0,0,-435,-0.4,-1431,-9,9
0,26,1,-1,2,-2,3,-1,-1,0,0,510,0.2,921,-26,-7
0,19,-9,-1,-8,8,-8,-1,0,-1,0,-2203,-0.4,-2676,23,-9
1,27,-1,1,-1,1,1,-1,-1,0,0,-304,-0.2,-1063,-5,1
0,1,-2,-1,-1,1,2,-1,-1,0,0,648,0,617,32,-7
0,-1,3,1,2,-2,4,1,1,0,0,1365,0.4,1563,2,-5
0,3,2,-1,-4,4,5,0,0,0,-1,-2550,0,-1700,-16,-3
0,-1,2,1,2,-2,7,0,-1,1,0,1932,-0.2,168,44,-8
1,1,3,-1,2,-2,0,0,0,0,0,1692,0.2,1775,10,9
1,-2,3,-1,2,-2,6,1,1,0,0,624,0.2,1208,-11,27
1,3,0,1,8,-8,9,-1,-1,0,0,4024,0.8,2465,1,3
0,-7,0,-1,-3,3,3,-1,-1,0,0,-1128,-0.6,-2710,-1,-28
1,-15,3,1,8,-8,13,1,1,0,0,4135,0.2,1375,36,-8
0,-3,3,1,7,-7,13,-1,-1,0,0,4765,0.6,3054,31,-1
0,5,0,1,5,-5,0,1,1,0,0,1581,0.8,1899,-1,6
1,-6,1,-1,1,-1,3,0,1,-1,0,1603,0.6,1827,23,16
0,2,1,1,4,-4,6,0,0,0,0,2236,0,288,18,8
1,-2,0,1,1,-1,0,-1,-1,0,0,1391,0,214,-17,27
0,23,-3,-1,-3,3,-7,-1,-1,0,0,-1729,0.2,-437,-36,7
0,0,-1,1,4,-4,5,2,1,1,0,614,0.4,-322,-17,6
0,17,1,1,-1,1,-5,-2,-1,-1,0,-1538,-0.2,-1233,-23,-6
0,19,-1,-1,-4,4,-4,-1,-1,0,0,-2116,-0.2,-1407,-20,5
1,-18,-2,1,4,-4,0,-1,-1,0,0,2973,0.6,1838,85,-19
1,1,-1,-1,-1,1,-1,1,1,0,0,-149,-0.2,427,-21,12
0,4,3,-1,0,0,-4,-1,-1,0,0,-1240,-0.2,-76,-1,-16
1,-1,-1,1,-7,7,-11,0,0,0,0,-2651,-0.4,-1695,-12,-8
1,2,-3,1,-1,1,0,1,1,0,0,-1022,0,-1200,-53,12
1,1,0,-1,5,-5,4,1,1,0,0,1643,0.2,882,-7,7
0,-19,0,1,1,-1,1,1,1,0,0,760,0.4,995,-7,34
0,11,-2,-1,-3,3,-3,-1,-1,0,0,-1454,-0.4,-1276,34,-19
1,6,0,1,2,-2,4,0,-1,1,0,1875,0.6,2074,39,4
1,3,-1,-1,4,-4,6,1,1,0,0,2116,0.4,1613,34,-9
0,0,1,-1,0,0,5,-1,-1,0,0,-1034,-0.2,-846,-27,-16
0,49,1,1,1,-1,4,-2,-1,-1,0,-577,0,-679,-14,-27
1,21,5,1,12,-12,15,1,1,0,0,6310,1.4,5136,8,17
1,7,5,-1,3,-3,2,1,1,0,0,1482,0.2,1629,-3,5
1,-1,3,-1,0,0,1,-1,-1,0,0,787,0,1089,-1,4
1,1,0,1,4,-4,6,1,1,0,0,2170,0.4,2480,-4,24
0,-2,1,-1,-8,8,-10,-1,-1,0,0,-2617,-0.6,-2322,-3,4
1,19,1,1,8,-8,11,0,0,0,0,4058,0.6,3407,-3,23
1,-4,0,1,1,-1,-2,1,1,0,0,238,0,368,10,10
0,34,-2,-1,-4,4,-2,0,0,0,0,-1980,-0.4,-973,-29,0
0,1,2,-1,0,0,1,0,1,-1,0,-1137,-0.2,-982,-38,8
1,2,3,1,-1,1,-2,1,1,0,0,-124,-0.2,253,20,-8
1,22,0,1,8,-8,9,2,1,1,0,2246,0.4,1265,-37,14
0,20,1,1,-1,1,-1,0,-1,1,0,-978,-0.2,78,7,-21
0,-4,1,1,-1,1,-7,1,0,1,-1,-2659,-0.2,88,-37,3
0,2,-6,-1,-6,6,-15,0,-1,1,0,-3224,-0.4,-1270,-31,22
0,-36,1,1,1,-1,3,-1,-1,0,0,312,0,-1396,-7,0
0,20,0,1,-4,4,-6,0,1,-1,0,-2462,-0.8,-3352,-2,-16
1,-16,-2,1,6,-6,5,1,1,0,0,2617,0.8,2411,15,4
1,-1,3,1,1,-1,2,0,0,0,0,846,0.2,1138,11,0
1,16,-2,1,9,-9,10,2,1,1,1,6450,1.4,5057,25,41
0,-3,0,-1,-5,5,-10,-1,-1,0,0,-2861,-0.2,-1651,-4,-8
1,-1,4,1,0,0,-3,2,1,1,0,355,0,818,7,8
1,-4,1,1,5,-5,8,-2,-1,-1,0,2305,-0.2,482,20,-31
1,-2,-1,-1,-1,1,0,0,-1,1,0,-359,0.2,784,19,-5
0,5,1,-1,-1,1,0,0,0,0,-2,-3967,-0.4,-3114,-67,-8
0,0,0,-1,-7,7,-6,0,1,-1,-2,-5182,-1.2,-3884,-59,-8
1,-23,-2,1,5,-5,7,0,0,0,0,2344,0.2,1517,16,-15
0,6,0,-1,4,-4,7,1,0,1,0,865,0.4,1006,-14,5
1,1,2,-1,-1,1,-3,-1,-1,0,0,-516,0.2,-3,0,-7
0,27,2,-1,-1,1,-5,0,0,0,0,-38,0.2,1167,-20,22
0,-30,2,1,-4,4,3,-2,-1,-1,0,-2510,-0.8,-4246,-37,-31
0,-23,1,-1,-11,11,-13,0,0,0,0,-6260,-0.6,-3364,-69,18
1,-1,1,1,5,-5,3,1,1,0,0,2953,0.2,1980,62,-33
1,-99,2,1,2,-2,6,0,1,-1,0,1603,0.6,1799,7,5
0,2,-3,1,-3,3,-3,0,0,0,0,-1454,-0.2,-1205,20,-16
0,-2,0,1,1,-1,-1,0,-1,1,0,1550,0.6,910,21,6
0,-1,0,-1,-2,2,-5,0,0,0,0,-1065,0,626,11,14
1,0,-2,1,2,-2,4,0,0,0,0,753,0,-587,16,-1
1,39,1,1,-3,3,-6,1,1,0,0,-877,-0.2,418,-31,18
0,-33,2,-1,-3,3,-4,0,1,-1,0,-902,0.2,385,7,16
1,-21,-2,-1,6,-6,11,1,1,0,0,1790,0,350,-43,3
0,3,-2,-1,1,-1,6,-1,-1,0,0,1497,0.2,717,23,7
1,1,1,1,3,-3,0,0,0,0,0,2717,0.6,2815,51,1
1,-26,0,-1,4,-4,-2,-1,-1,0,0,2428,0.4,2186,18,5
1,1,2,-1,-1,1,1,-1,-1,0,0,42,0.4,1367,-12,15
1,2,3,-1,-5,5,-11,-1,0,-1,0,-3574,0,-387,-15,-2
0,1,-1,-1,0,0,-2,1,1,0,0,-1008,0,-717,-27,-8
1,3,-2,1,1,-1,-1,0,0,0,0,714,0.6,1650,6,18
1,-4,-2,-1,6,-6,7,-1,-1,0,0,2239,0.8,1539,8,-15
0,0,-2,-1,-3,3,-3,0,-1,1,0,-1909,-0.2,-1282,-30,8
1,-39,2,1,-2,2,-5,-1,-1,0,0,305,0.2,992,33,15
0,-3,0,1,0,0,-4,-1,-1,0,0,144,-0.2,312,-22,-4
1,-6,0,-1,2,-2,1,-1,-1,0,0,789,0.2,-175,14,-22
1,107,1,-1,0,0,3,0,-1,1,1,8,-0.2,-625,-33,-24
0,-7,3,1,-1,1,-1,1,0,1,0,-754,0.2,-157,-8,1
0,3,-3,1,-4,4,-1,0,0,0,0,-3363,-0.4,-1920,-32,-7
1,-28,2,-1,2,-2,1,-1,-1,0,0,-510,-0.2,-837,-34,-15
0,-4,-1,1,-2,2,4,-1,0,-1,0,-1080,-0.4,-1664,-36,-23
0,-24,-1,-1,-4,4,-9,-1,-1,0,0,-2191,-0.4,-1498,5,-15
1,37,2,-1,3,-3,1,-1,-1,0,0,3274,0.6,3262,62,4
0,-27,3,-1,-3,3,-5,-1,-1,0,0,149,0.4,210,33,12
0,5,0,-1,0,0,-7,-1,-1,0,0,-317,0,-27,12,-12
1,0,1,1,3,-3,-2,1,1,0,0,2422,0.4,1766,52,4
0,-33,3,1,0,0,1,1,1,0,0,370,-0.2,-66,23,-4
1,25,-1,1,3,-3,6,1,1,0,0,2312,0.4,1175,30,4
0,79,1,-1,-1,1,2,0,-1,1,0,-96,0.4,277,-7,-18
0,23,2,-1,-4,4,-10,-1,-1,0,0,-2262,-0.6,-1763,19,-12
0,-2,-1,1,-7,7,-13,0,0,0,0,-4293,-1,-3731,-44,-12
0,1,0,1,-1,1,3,-2,-1,-1,0,-1085,-0.6,-1869,-34,5
1,17,0,1,5,-5,6,-1,-1,0,0,2301,0.2,667,16,-19
0,1,2,-1,2,-2,1,1,1,0,0,800,0,-237,-28,-4
1,-5,0,-1,2,-2,-5,0,-1,1,1,2510,0.4,2517,8,15
1,66,-1,1,5,-5,5,2,1,1,0,1917,0.4,1186,-3,32
0,0,1,-1,0,0,-2,1,1,0,0,-558,-0.6,-1482,-19,-4
1,234,3,1,2,-2,6,0,-1,1,0,3067,0.2,503,35,-12
0,-6,-2,-1,-3,3,-9,1,1,0,0,-1201,0,-919,1,10
0,-1,1,-1,-2,2,0,1,1,0,0,-2310,-1,-2290,-58,-9
0,16,-1,-1,0,0,1,1,1,0,0,203,0.2,557,-45,15
0,-32,6,-1,1,-1,0,1,1,0,0,117,0,248,11,-18
1,-4,2,-1,4,-4,2,1,1,0,0,2419,-0.2,1118,14,-16
0,-47,1,-1,1,-1,1,1,0,1,0,447,0.4,919,23,-13
0,-92,-4,-1,-1,1,-5,0,-1,1,0,-1219,-0.2,-759,-18,-11
1,125,-6,1,-2,2,-1,1,1,0,0,-1371,-0.2,-1951,-42,17
1,-12,-1,1,7,-7,7,2,1,1,1,3235,0,1168,-71,16
1,4,-3,1,5,-5,7,1,1,0,0,2299,0.2,1804,-3,4
0,-11,3,-1,-2,2,-3,1,1,0,0,-1556,-0.4,-3181,-9,-19
0,-6,4,-1,-4,4,-7,-2,-1,-1,0,-1323,-0.4,-1622,33,-8
1,1,-1,1,2,-2,2,-1,-1,0,0,1625,0.2,552,1,0
1,7,-2,-1,1,-1,-1,1,1,0,0,819,-0.4,-48,1,-8
0,-1,1,1,-1,1,1,1,1,0,0,-735,0,-742,-53,2
1,5,-1,1,3,-3,1,0,0,0,0,2386,0,395,64,-12
0,-21,5,-1,1,-1,-1,0,0,0,0,-1281,-0.2,-525,-32,-19
1,-1,-1,-1,-1,1,1,-1,-1,0,0,-786,-0.2,-837,-37,17
1,0,0,1,-3,3,-5,1,1,0,0,-224,-0.4,-1881,44,21
1,-148,3,1,3,-3,7,-1,-1,0,0,2587,0.8,2759,11,21
1,7,0,-1,0,0,1,1,1,0,0,460,0,183,46,-3
0,47,-3,-1,-5,5,-8,-1,0,-1,0,-3348,-0.2,-1795,3,-18
1,4,0,1,7,-7,4,0,-1,1,0,2350,0.4,2705,-16,-22
0,-2,-4,-1,-8,8,-8,0,0,0,0,-6115,-1,-3209,-67,-4
1,71,0,-1,0,0,5,2,1,1,0,1340,0.6,1826,-3,20
0,-18,-1,1,-5,5,-2,-2,-1,-1,0,-2491,-0.8,-2521,-35,18
0,-54,3,1,-2,2,2,1,1,0,0,-1109,-0.2,-1493,-16,-3
1,7,0,1,2,-2,4,1,1,0,0,1634,0.4,1007,29,3
1,1,-2,1,3,-3,4,2,1,1,0,1252,-0.2,-271,-12,-7
1,4,-2,-1,-2,2,1,1,1,0,0,-244,0,1250,56,12
1,2,-1,-1,3,-3,4,0,-1,1,0,2180,0.2,462,-39,30
1,-7,-1,1,3,-3,7,2,1,1,1,2660,0,-730,-5,-19
1,3,0,1,8,-8,6,1,1,0,0,4124,0.6,3900,24,12
1,7,0,1,0,0,-3,-1,-1,0,0,34,0.2,985,9,18
1,1,3,-1,0,0,-3,0,0,0,0,-674,-0.2,530,31,-17
0,-1,1,1,0,0,1,-1,-1,0,0,-1036,-0.4,-942,-27,-14
0,35,0,1,2,-2,2,1,1,0,0,1059,0,-338,-17,15
1,-4,0,1,-1,1,-1,-1,-1,0,-1,-1398,-0.2,-26,0,16
1,3,3,1,13,-13,14,1,1,0,1,6770,1,4384,20,-8
0,1,2,-1,-2,2,-3,1,1,0,0,-1302,-0.2,-611,26,-8
1,0,1,1,3,-3,3,2,1,1,0,3373,0.4,2086,8,1
0,1,-1,-1,-3,3,-2,2,1,1,0,-3528,-0.6,-2277,-73,15
1,-3,-1,1,3,-3,10,-1,-1,0,0,941,0.6,2107,-13,35
1,-44,1,1,-3,3,-8,0,0,0,0,-1404,0,443,21,-6
1,22,1,-1,16,-16,18,0,0,0,1,8667,1.6,7645,51,2
0,-3,-3,1,-3,3,-6,0,-1,1,0,-1782,-0.4,-972,-13,-20
1,-6,4,1,3,-3,2,1,1,0,0,1402,0.4,1512,-18,15
1,-20,1,1,0,0,0,0,0,0,0,472,-0.2,-797,2,-11
1,-2,-2,1,2,-2,4,2,1,1,0,1935,0,411,18,1
0,0,1,-1,-2,2,1,0,-1,1,0,-1185,-0.2,-1150,9,11
1,6,0,-1,-2,2,-1,1,1,0,0,-388,-0.2,-325,43,-15
0,5,0,1,4,-4,10,2,1,1,0,1768,0,939,16,7
1,9,-2,1,7,-7,6,2,1,1,0,5391,1,2596,55,12
1,4,3,-1,3,-3,6,1,1,0,0,2326,0.6,1907,13,1
1,45,-1,1,4,-4,5,1,1,0,0,2508,0.4,1742,-11,25
0,-4,0,1,-1,1,-1,-1,-1,0,0,-365,-0.2,-1278,10,-11
0,-6,2,1,4,-4,7,-1,-1,0,0,1828,0.4,302,4,9
0,-1,0,1,-1,1,-6,1,0,1,0,-836,-0.4,-1109,9,8
0,3,-2,1,1,-1,4,0,0,0,0,-350,-0.2,626,12,-21
0,6,-1,1,3,-3,7,0,1,-1,0,457,0,-959,-30,-16
1,5,3,1,5,-5,6,1,1,0,0,3712,0.6,2007,45,5
1,6,2,1,11,-11,17,1,1,0,0,3931,0.8,4106,-32,4
1,24,-1,-1,0,0,4,0,-1,1,0,63,0.2,261,-27,-6
0,-7,0,-1,-5,5,-6,-2,-1,-1,0,-4496,-1,-4428,-27,-52
1,2,0,-1,-3,3,1,1,1,0,0,-839,-0.4,-82,-6,13
0,-7,1,-1,-11,11,-13,0,0,0,0,-4030,-0.6,-2539,-3,-2
1,2,-1,1,-2,2,-6,-1,-1,0,0,-1596,-0.2,-1269,-2,-5
0,67,-2,-1,-7,7,-6,0,1,-1,-1,-4523,-0.8,-3174,5,3
1,-7,-1,-1,4,-4,-5,2,1,1,1,1786,0.8,2804,24,4
1,2,1,-1,-2,2,-7,1,1,0,0,-1495,0,330,9,4
0,-34,15,-1,-5,5,-3,-1,-1,0,0,-2834,-0.6,-2773,13,-16
0,1,-1,-1,-2,2,-1,-1,0,-1,0,-888,0.2,1328,6,8
1,4,2,1,-3,3,-3,1,1,0,0,-2259,0,-898,-40,28
1,-7,2,1,0,0,2,-1,-1,0,0,1300,-0.2,127,53,-26
0,0,0,-1,-7,7,-8,1,1,0,0,-3764,-0.2,-1700,-1,0
1,-3,0,1,-1,1,-1,0,-1,1,0,-1426,-0.4,-272,-3,-20
0,-4,4,-1,-1,1,-7,0,-1,1,0,-1614,-0.2,15,-9,-25
1,18,1,-1,4,-4,6,0,0,0,0,2013,0.2,900,1,13
0,-7,-2,-1,-9,9,-15,1,1,0,0,-4513,-0.6,-2787,-29,7
0,5,-9,-1,-5,5,-10,-2,-1,-1,0,-5271,-1.2,-4236,-81,-27
